2023-06-09 11:26:48,373 - INFO - Tokenizer vocab size: 35000
2023-06-09 11:44:54,439 - INFO - Batch 500 - Average Loss: 2.6255159502029417, Accuracy: 0.5441250205039978
2023-06-09 11:45:32,310 - INFO - Batch 600 - Average Loss: 2.5846652430295944, Accuracy: 0.5532291531562805
2023-06-09 11:46:10,205 - INFO - Batch 700 - Average Loss: 2.5407885542937687, Accuracy: 0.5618749856948853
2023-06-09 11:46:48,213 - INFO - Batch 800 - Average Loss: 2.500653213113546, Accuracy: 0.5694531202316284
2023-06-09 11:47:26,440 - INFO - Batch 900 - Average Loss: 2.4501431371768314, Accuracy: 0.5788888931274414
2023-06-09 11:48:04,665 - INFO - Batch 1000 - Average Loss: 2.4069003403782845, Accuracy: 0.5864375233650208
2023-06-09 11:49:11,222 - INFO - Train Epoch 3 Loss: 2.371818633637297, Accuracy: 0.5937948226928711
2023-06-09 11:49:49,252 - INFO - Batch 100 - Average Loss: 1.7655582803487777, Accuracy: 0.7131249904632568
2023-06-09 11:50:26,890 - INFO - Batch 200 - Average Loss: 1.80462340593338, Accuracy: 0.7049999833106995
2023-06-09 11:51:05,319 - INFO - Batch 300 - Average Loss: 1.8197841533025105, Accuracy: 0.7041667103767395
2023-06-09 11:51:43,821 - INFO - Batch 400 - Average Loss: 1.7817011405527592, Accuracy: 0.7132812142372131
2023-06-09 11:52:22,366 - INFO - Batch 500 - Average Loss: 1.7600300879478454, Accuracy: 0.7193750143051147
2023-06-09 11:53:00,275 - INFO - Batch 600 - Average Loss: 1.723847785294056, Accuracy: 0.7250000238418579
2023-06-09 11:53:38,107 - INFO - Batch 700 - Average Loss: 1.698784008707319, Accuracy: 0.7325000166893005
2023-06-09 11:54:16,397 - INFO - Batch 800 - Average Loss: 1.6713396744430065, Accuracy: 0.7387499809265137
2023-06-09 11:54:54,162 - INFO - Batch 900 - Average Loss: 1.6460435183180704, Accuracy: 0.7448611259460449
2023-06-09 11:55:31,912 - INFO - Batch 1000 - Average Loss: 1.6144348454475403, Accuracy: 0.7511250376701355
2023-06-09 11:56:38,525 - INFO - Train Epoch 4 Loss: 1.595451302156536, Accuracy: 0.7552905082702637
2023-06-09 11:57:16,370 - INFO - Batch 100 - Average Loss: 1.193793162703514, Accuracy: 0.8318749666213989
2023-06-09 11:57:54,336 - INFO - Batch 200 - Average Loss: 1.1922205479443073, Accuracy: 0.8353124856948853
2023-06-09 11:58:32,279 - INFO - Batch 300 - Average Loss: 1.1836299140254656, Accuracy: 0.8447917103767395
2023-06-09 11:59:10,077 - INFO - Batch 400 - Average Loss: 1.1743300064653157, Accuracy: 0.84765625
2023-06-09 11:59:48,465 - INFO - Batch 500 - Average Loss: 1.159392677128315, Accuracy: 0.8511250615119934
2023-06-09 12:00:26,358 - INFO - Batch 600 - Average Loss: 1.1481431982914607, Accuracy: 0.8519791960716248
2023-06-09 12:01:04,308 - INFO - Batch 700 - Average Loss: 1.1293190899065562, Accuracy: 0.8554463982582092
2023-06-09 12:01:42,996 - INFO - Batch 800 - Average Loss: 1.1121384041383862, Accuracy: 0.8572655916213989
2023-06-09 12:02:21,006 - INFO - Batch 900 - Average Loss: 1.0897360723548466, Accuracy: 0.8600000143051147
2023-06-09 12:02:59,333 - INFO - Batch 1000 - Average Loss: 1.0693697797954083, Accuracy: 0.8630625605583191
2023-06-09 12:04:05,695 - INFO - Train Epoch 5 Loss: 1.0530013619486345, Accuracy: 0.8659746646881104
2023-06-09 12:04:44,209 - INFO - Batch 100 - Average Loss: 0.7825072577595711, Accuracy: 0.9162499904632568
2023-06-09 12:05:22,024 - INFO - Batch 200 - Average Loss: 0.7942172108590603, Accuracy: 0.9165624976158142
2023-06-09 12:06:00,272 - INFO - Batch 300 - Average Loss: 0.7841381003459295, Accuracy: 0.9162500500679016
2023-06-09 12:06:38,738 - INFO - Batch 400 - Average Loss: 0.768535667322576, Accuracy: 0.9170312285423279
2023-06-09 12:07:16,539 - INFO - Batch 500 - Average Loss: 0.7452493900954723, Accuracy: 0.9173750281333923
2023-06-09 12:07:54,330 - INFO - Batch 600 - Average Loss: 0.7366151270021994, Accuracy: 0.9175000190734863
2023-06-09 12:08:32,278 - INFO - Batch 700 - Average Loss: 0.723273645660707, Accuracy: 0.919910728931427
2023-06-09 12:09:10,197 - INFO - Batch 800 - Average Loss: 0.7134023277089, Accuracy: 0.9197655916213989
2023-06-09 12:09:48,670 - INFO - Batch 900 - Average Loss: 0.7039108792940776, Accuracy: 0.9202777743339539
2023-06-09 12:10:26,646 - INFO - Batch 1000 - Average Loss: 0.6906240238398313, Accuracy: 0.921500027179718
2023-06-09 12:11:33,414 - INFO - Train Epoch 6 Loss: 0.6825904488768599, Accuracy: 0.9215461611747742
2023-06-09 12:12:11,376 - INFO - Batch 100 - Average Loss: 0.5180774576961994, Accuracy: 0.9437499642372131
2023-06-09 12:12:49,815 - INFO - Batch 200 - Average Loss: 0.5224034130573273, Accuracy: 0.9375
2023-06-09 12:13:27,826 - INFO - Batch 300 - Average Loss: 0.5054599817097187, Accuracy: 0.940625011920929
2023-06-09 12:14:05,691 - INFO - Batch 400 - Average Loss: 0.4953119361959398, Accuracy: 0.9429687261581421
2023-06-09 12:14:43,953 - INFO - Batch 500 - Average Loss: 0.49019366611540316, Accuracy: 0.9442500472068787
2023-06-09 12:15:22,550 - INFO - Batch 600 - Average Loss: 0.4809067570542296, Accuracy: 0.94468754529953
2023-06-09 12:16:00,425 - INFO - Batch 700 - Average Loss: 0.47282898493111136, Accuracy: 0.9455357193946838
2023-06-09 12:16:38,640 - INFO - Batch 800 - Average Loss: 0.464296811344102, Accuracy: 0.9464843273162842
2023-06-09 12:17:16,512 - INFO - Batch 900 - Average Loss: 0.4591723948799902, Accuracy: 0.9469444751739502
2023-06-09 12:17:54,429 - INFO - Batch 1000 - Average Loss: 0.4523172620385885, Accuracy: 0.9474375247955322
2023-06-09 12:19:00,986 - INFO - Train Epoch 7 Loss: 0.4450733938348403, Accuracy: 0.9483856558799744
2023-06-09 12:19:38,727 - INFO - Batch 100 - Average Loss: 0.34086087450385094, Accuracy: 0.9574999809265137
2023-06-09 12:20:16,918 - INFO - Batch 200 - Average Loss: 0.3328740303218365, Accuracy: 0.9603124856948853
2023-06-09 12:20:54,681 - INFO - Batch 300 - Average Loss: 0.337101999570926, Accuracy: 0.9589583277702332
2023-06-09 12:21:32,878 - INFO - Batch 400 - Average Loss: 0.3356008222978562, Accuracy: 0.9587499499320984
2023-06-09 12:22:10,929 - INFO - Batch 500 - Average Loss: 0.3280147096142173, Accuracy: 0.9587500691413879
2023-06-09 12:22:49,331 - INFO - Batch 600 - Average Loss: 0.3201393472465376, Accuracy: 0.9587500095367432
2023-06-09 12:23:27,293 - INFO - Batch 700 - Average Loss: 0.31376613478043247, Accuracy: 0.9594642519950867
2023-06-09 12:24:06,214 - INFO - Batch 800 - Average Loss: 0.310078492439352, Accuracy: 0.9593749642372131
2023-06-09 12:24:44,077 - INFO - Batch 900 - Average Loss: 0.3034023754008942, Accuracy: 0.960069477558136
2023-06-09 12:25:22,180 - INFO - Batch 1000 - Average Loss: 0.2984765586145222, Accuracy: 0.960437536239624
2023-06-09 12:26:28,905 - INFO - Train Epoch 8 Loss: 0.2974528847450237, Accuracy: 0.9600849151611328
2023-06-09 12:27:07,199 - INFO - Batch 100 - Average Loss: 0.23015702471137048, Accuracy: 0.9649999737739563
2023-06-09 12:27:44,996 - INFO - Batch 200 - Average Loss: 0.22112073212862016, Accuracy: 0.9671874642372131
2023-06-09 12:28:23,307 - INFO - Batch 300 - Average Loss: 0.22099317235251267, Accuracy: 0.9662500023841858
2023-06-09 12:29:01,514 - INFO - Batch 400 - Average Loss: 0.2149285072181374, Accuracy: 0.9667187333106995
2023-06-09 12:29:39,463 - INFO - Batch 500 - Average Loss: 0.21238896626979112, Accuracy: 0.9676250219345093
2023-06-09 12:30:17,168 - INFO - Batch 600 - Average Loss: 0.21341972658410668, Accuracy: 0.9682291746139526
2023-06-09 12:30:55,591 - INFO - Batch 700 - Average Loss: 0.21486743102648428, Accuracy: 0.9672321081161499
2023-06-09 12:31:33,625 - INFO - Batch 800 - Average Loss: 0.2116628903336823, Accuracy: 0.9679687023162842
2023-06-09 12:32:11,529 - INFO - Batch 900 - Average Loss: 0.20759720472411977, Accuracy: 0.9689583778381348
2023-06-09 12:32:49,374 - INFO - Batch 1000 - Average Loss: 0.2083343997169286, Accuracy: 0.968375027179718
2023-06-09 12:33:56,360 - INFO - Train Epoch 9 Loss: 0.20938808403806675, Accuracy: 0.9678270816802979
2023-06-09 12:34:34,883 - INFO - Batch 100 - Average Loss: 0.1564964325353503, Accuracy: 0.9774999618530273
2023-06-09 12:35:12,702 - INFO - Batch 200 - Average Loss: 0.160222489759326, Accuracy: 0.9765625
2023-06-09 12:35:50,528 - INFO - Batch 300 - Average Loss: 0.16131570535401504, Accuracy: 0.9747917056083679
2023-06-09 12:36:28,684 - INFO - Batch 400 - Average Loss: 0.15890253777615726, Accuracy: 0.9746874570846558
2023-06-09 12:37:06,480 - INFO - Batch 500 - Average Loss: 0.15838299921154975, Accuracy: 0.9745000600814819
2023-06-09 12:37:44,427 - INFO - Batch 600 - Average Loss: 0.1567898392584175, Accuracy: 0.9733333587646484
2023-06-09 12:38:22,196 - INFO - Batch 700 - Average Loss: 0.15500796093472413, Accuracy: 0.974017858505249
2023-06-09 12:39:00,086 - INFO - Batch 800 - Average Loss: 0.15634896316332741, Accuracy: 0.973437488079071
2023-06-09 12:39:38,709 - INFO - Batch 900 - Average Loss: 0.1577246111507217, Accuracy: 0.9728472232818604
2023-06-09 12:40:16,802 - INFO - Batch 1000 - Average Loss: 0.15730548960343002, Accuracy: 0.9724375605583191
2023-06-09 12:41:23,495 - INFO - Train Epoch 10 Loss: 0.15730466380578662, Accuracy: 0.9721856117248535
2023-06-09 12:42:01,842 - INFO - Batch 100 - Average Loss: 0.11623673470690847, Accuracy: 0.9818750023841858
2023-06-09 12:42:39,997 - INFO - Batch 200 - Average Loss: 0.11587255888618529, Accuracy: 0.9809374809265137
2023-06-09 12:43:17,982 - INFO - Batch 300 - Average Loss: 0.1203103165452679, Accuracy: 0.9791666865348816
2023-06-09 12:43:56,619 - INFO - Batch 400 - Average Loss: 0.12394051486160607, Accuracy: 0.9776562452316284
2023-06-09 12:44:34,385 - INFO - Batch 500 - Average Loss: 0.12228917593508959, Accuracy: 0.9776250720024109
2023-06-09 12:45:12,678 - INFO - Batch 600 - Average Loss: 0.12092996606913706, Accuracy: 0.9776042103767395
2023-06-09 12:45:50,822 - INFO - Batch 700 - Average Loss: 0.12074800503041062, Accuracy: 0.9774106740951538
2023-06-09 12:46:28,637 - INFO - Batch 800 - Average Loss: 0.11985588275594637, Accuracy: 0.9777343273162842
2023-06-09 12:47:06,701 - INFO - Batch 900 - Average Loss: 0.11876540176259974, Accuracy: 0.9772222638130188
2023-06-09 12:47:44,711 - INFO - Batch 1000 - Average Loss: 0.11866028904635459, Accuracy: 0.9770625233650208
2023-06-09 12:48:51,329 - INFO - Train Epoch 11 Loss: 0.11897582994227153, Accuracy: 0.9764294624328613
2023-06-09 12:49:29,770 - INFO - Batch 100 - Average Loss: 0.08798055602237582, Accuracy: 0.9806249737739563
2023-06-09 12:50:07,564 - INFO - Batch 200 - Average Loss: 0.09108683135360479, Accuracy: 0.9790624976158142
2023-06-09 12:50:45,609 - INFO - Batch 300 - Average Loss: 0.09083572503179312, Accuracy: 0.9802083373069763
2023-06-09 12:51:23,569 - INFO - Batch 400 - Average Loss: 0.09902238610899076, Accuracy: 0.9782811999320984
2023-06-09 12:52:01,611 - INFO - Batch 500 - Average Loss: 0.0960279705170542, Accuracy: 0.9796250462532043
2023-06-09 12:52:39,380 - INFO - Batch 600 - Average Loss: 0.09735640465281904, Accuracy: 0.9786458611488342
2023-06-09 12:53:17,610 - INFO - Batch 700 - Average Loss: 0.09709989097900688, Accuracy: 0.9784821271896362
2023-06-09 12:53:55,744 - INFO - Batch 800 - Average Loss: 0.09634001197409817, Accuracy: 0.978515625
2023-06-09 12:54:33,578 - INFO - Batch 900 - Average Loss: 0.09638116560669409, Accuracy: 0.9784722328186035
2023-06-09 12:55:11,995 - INFO - Batch 1000 - Average Loss: 0.09550940623227507, Accuracy: 0.9786250591278076
2023-06-09 12:56:19,050 - INFO - Train Epoch 12 Loss: 0.09510694710589057, Accuracy: 0.9787808060646057
2023-06-09 12:56:56,815 - INFO - Batch 100 - Average Loss: 0.07775277162902057, Accuracy: 0.9793750047683716
2023-06-09 12:57:34,808 - INFO - Batch 200 - Average Loss: 0.08216910870745778, Accuracy: 0.9790624976158142
2023-06-09 12:58:13,444 - INFO - Batch 300 - Average Loss: 0.08627170653392871, Accuracy: 0.9783333539962769
2023-06-09 12:58:51,507 - INFO - Batch 400 - Average Loss: 0.08609412426361814, Accuracy: 0.9787499904632568
2023-06-09 12:59:29,957 - INFO - Batch 500 - Average Loss: 0.08531924870982766, Accuracy: 0.9792500734329224
2023-06-09 13:00:07,741 - INFO - Batch 600 - Average Loss: 0.08511751892666022, Accuracy: 0.9790624976158142
2023-06-09 13:00:45,949 - INFO - Batch 700 - Average Loss: 0.08459237201405423, Accuracy: 0.9790178537368774
2023-06-09 13:01:23,725 - INFO - Batch 800 - Average Loss: 0.0845383460330777, Accuracy: 0.978515625
2023-06-09 13:02:01,956 - INFO - Batch 900 - Average Loss: 0.08182112166140643, Accuracy: 0.979722261428833
2023-06-09 13:02:39,776 - INFO - Batch 1000 - Average Loss: 0.08007745958678425, Accuracy: 0.9805625677108765
2023-06-09 13:03:45,613 - INFO - Train Epoch 13 Loss: 0.07943345862825256, Accuracy: 0.9807306528091431
2023-06-09 13:04:23,375 - INFO - Batch 100 - Average Loss: 0.05737886074464768, Accuracy: 0.9868749976158142
2023-06-09 13:05:01,486 - INFO - Batch 200 - Average Loss: 0.058485128092579546, Accuracy: 0.9878124594688416
2023-06-09 13:05:39,382 - INFO - Batch 300 - Average Loss: 0.054613807421798506, Accuracy: 0.9893749952316284
2023-06-09 13:06:17,481 - INFO - Batch 400 - Average Loss: 0.055767241998109965, Accuracy: 0.9885937571525574
2023-06-09 13:06:55,375 - INFO - Batch 500 - Average Loss: 0.060159731823951006, Accuracy: 0.9865000247955322
2023-06-09 13:07:33,752 - INFO - Batch 600 - Average Loss: 0.06152489716652781, Accuracy: 0.9855208396911621
2023-06-09 13:08:12,226 - INFO - Batch 700 - Average Loss: 0.062105738311074674, Accuracy: 0.9853571057319641
2023-06-09 13:08:50,274 - INFO - Batch 800 - Average Loss: 0.0631413651542971, Accuracy: 0.98499995470047
2023-06-09 13:09:28,498 - INFO - Batch 900 - Average Loss: 0.06537554675661442, Accuracy: 0.98416668176651
2023-06-09 13:10:06,411 - INFO - Batch 1000 - Average Loss: 0.06754259249614551, Accuracy: 0.9832500219345093
2023-06-09 13:11:12,609 - INFO - Train Epoch 14 Loss: 0.06717583167435037, Accuracy: 0.983884871006012
2023-06-09 13:11:50,665 - INFO - Batch 100 - Average Loss: 0.06349700817838311, Accuracy: 0.9824999570846558
2023-06-09 13:12:28,775 - INFO - Batch 200 - Average Loss: 0.06115932079497725, Accuracy: 0.9834374785423279
2023-06-09 13:13:07,236 - INFO - Batch 300 - Average Loss: 0.06143289705583205, Accuracy: 0.9845833778381348
2023-06-09 13:13:45,100 - INFO - Batch 400 - Average Loss: 0.058216411735629664, Accuracy: 0.9862499833106995
2023-06-09 13:14:23,238 - INFO - Batch 500 - Average Loss: 0.05652635322511196, Accuracy: 0.9863750338554382
2023-06-09 13:15:01,071 - INFO - Batch 600 - Average Loss: 0.05811038263142109, Accuracy: 0.9852083325386047
2023-06-09 13:15:39,001 - INFO - Batch 700 - Average Loss: 0.0596947992899056, Accuracy: 0.9845535755157471
2023-06-09 13:16:16,787 - INFO - Batch 800 - Average Loss: 0.05886401918774936, Accuracy: 0.9847655892372131
2023-06-09 13:16:54,599 - INFO - Batch 900 - Average Loss: 0.05886422018675754, Accuracy: 0.9845833778381348
2023-06-09 13:17:32,968 - INFO - Batch 1000 - Average Loss: 0.05848529022559524, Accuracy: 0.9847500324249268
2023-06-09 13:18:39,436 - INFO - Train Epoch 15 Loss: 0.058349787743779226, Accuracy: 0.9847450852394104
2023-06-09 13:19:17,295 - INFO - Batch 100 - Average Loss: 0.04897653318941593, Accuracy: 0.9893749952316284
2023-06-09 13:19:55,244 - INFO - Batch 200 - Average Loss: 0.0523741959198378, Accuracy: 0.9868749976158142
2023-06-09 13:20:33,761 - INFO - Batch 300 - Average Loss: 0.04892158184976628, Accuracy: 0.9885416626930237
2023-06-09 13:21:11,870 - INFO - Batch 400 - Average Loss: 0.048640453791012984, Accuracy: 0.9878124594688416
2023-06-09 13:21:49,715 - INFO - Batch 500 - Average Loss: 0.0505191123476252, Accuracy: 0.986750066280365
2023-06-09 13:22:27,698 - INFO - Batch 600 - Average Loss: 0.04984969773329794, Accuracy: 0.987083375453949
2023-06-09 13:23:05,978 - INFO - Batch 700 - Average Loss: 0.04880932535676818, Accuracy: 0.987678587436676
2023-06-09 13:23:44,271 - INFO - Batch 800 - Average Loss: 0.049692754859279376, Accuracy: 0.9868749976158142
2023-06-09 13:24:22,200 - INFO - Batch 900 - Average Loss: 0.05217043268675398, Accuracy: 0.9860416650772095
2023-06-09 13:25:00,113 - INFO - Batch 1000 - Average Loss: 0.053109452036907895, Accuracy: 0.9860000610351562
2023-06-09 13:26:06,141 - INFO - Train Epoch 16 Loss: 0.05263387584661501, Accuracy: 0.9862362146377563
2023-06-09 13:26:44,036 - INFO - Batch 100 - Average Loss: 0.04547475817380473, Accuracy: 0.9868749976158142
2023-06-09 13:27:21,991 - INFO - Batch 200 - Average Loss: 0.048080358180450276, Accuracy: 0.9862499833106995
2023-06-09 13:27:59,919 - INFO - Batch 300 - Average Loss: 0.050636067745120576, Accuracy: 0.9847916960716248
2023-06-09 13:28:37,847 - INFO - Batch 400 - Average Loss: 0.048660104823648, Accuracy: 0.9857812523841858
2023-06-09 13:29:15,988 - INFO - Batch 500 - Average Loss: 0.04940494604874402, Accuracy: 0.9858750700950623
2023-06-09 13:29:54,152 - INFO - Batch 600 - Average Loss: 0.048630508933371557, Accuracy: 0.9864583611488342
2023-06-09 13:30:32,073 - INFO - Batch 700 - Average Loss: 0.04639268404704386, Accuracy: 0.9872321486473083
2023-06-09 13:31:10,676 - INFO - Batch 800 - Average Loss: 0.046693828852148726, Accuracy: 0.9871875047683716
2023-06-09 13:31:48,938 - INFO - Batch 900 - Average Loss: 0.04667675834459563, Accuracy: 0.987083375453949
2023-06-09 13:32:26,957 - INFO - Batch 1000 - Average Loss: 0.04716306252707727, Accuracy: 0.986750066280365
2023-06-09 13:33:33,573 - INFO - Train Epoch 17 Loss: 0.0482569526545618, Accuracy: 0.986465573310852
2023-06-09 13:34:11,760 - INFO - Batch 100 - Average Loss: 0.04372793857008219, Accuracy: 0.9868749976158142
2023-06-09 13:34:49,865 - INFO - Batch 200 - Average Loss: 0.040588297080248595, Accuracy: 0.9874999523162842
2023-06-09 13:35:28,087 - INFO - Batch 300 - Average Loss: 0.039510200086515394, Accuracy: 0.9879167079925537
2023-06-09 13:36:06,000 - INFO - Batch 400 - Average Loss: 0.038549524053232746, Accuracy: 0.98828125
2023-06-09 13:36:43,753 - INFO - Batch 500 - Average Loss: 0.040203356184996666, Accuracy: 0.9876250624656677
2023-06-09 13:37:21,790 - INFO - Batch 600 - Average Loss: 0.040919560819941886, Accuracy: 0.987291693687439
2023-06-09 13:37:59,600 - INFO - Batch 700 - Average Loss: 0.03917148556460493, Accuracy: 0.9882142543792725
2023-06-09 13:38:37,493 - INFO - Batch 800 - Average Loss: 0.03800369623524603, Accuracy: 0.9883593320846558
2023-06-09 13:39:15,696 - INFO - Batch 900 - Average Loss: 0.038841609850577594, Accuracy: 0.988194465637207
2023-06-09 13:39:53,704 - INFO - Batch 1000 - Average Loss: 0.03956761622242629, Accuracy: 0.9881875514984131
2023-06-09 13:41:00,844 - INFO - Train Epoch 18 Loss: 0.039922385987688984, Accuracy: 0.9880713820457458
2023-06-09 13:41:39,280 - INFO - Batch 100 - Average Loss: 0.04283401509514079, Accuracy: 0.9881249666213989
2023-06-09 13:42:17,258 - INFO - Batch 200 - Average Loss: 0.044687126856297256, Accuracy: 0.9856249690055847
2023-06-09 13:42:55,180 - INFO - Batch 300 - Average Loss: 0.04389453565546622, Accuracy: 0.9862500429153442
2023-06-09 13:43:33,698 - INFO - Batch 400 - Average Loss: 0.04026923422643449, Accuracy: 0.9873437285423279
2023-06-09 13:44:12,162 - INFO - Batch 500 - Average Loss: 0.037514015522319824, Accuracy: 0.9883750677108765
2023-06-09 13:44:50,026 - INFO - Batch 600 - Average Loss: 0.03609128488770996, Accuracy: 0.9893749952316284
2023-06-09 13:45:27,693 - INFO - Batch 700 - Average Loss: 0.03735247205610254, Accuracy: 0.9890178442001343
2023-06-09 13:46:05,597 - INFO - Batch 800 - Average Loss: 0.036950106043368576, Accuracy: 0.9888281226158142
2023-06-09 13:46:43,445 - INFO - Batch 900 - Average Loss: 0.0388831946966497, Accuracy: 0.9881250262260437
2023-06-09 13:47:21,758 - INFO - Batch 1000 - Average Loss: 0.03913726269558538, Accuracy: 0.9880625605583191
2023-06-09 13:48:27,711 - INFO - Train Epoch 19 Loss: 0.03911742921737065, Accuracy: 0.9878993034362793
2023-06-09 13:49:05,698 - INFO - Batch 100 - Average Loss: 0.02986382066272199, Accuracy: 0.9931249618530273
2023-06-09 13:49:44,330 - INFO - Batch 200 - Average Loss: 0.03204576384043321, Accuracy: 0.9915624856948853
2023-06-09 13:50:22,146 - INFO - Batch 300 - Average Loss: 0.03272067750338465, Accuracy: 0.9912500381469727
2023-06-09 13:51:00,211 - INFO - Batch 400 - Average Loss: 0.034477919370983726, Accuracy: 0.9901562333106995
2023-06-09 13:51:37,952 - INFO - Batch 500 - Average Loss: 0.03403472901810892, Accuracy: 0.9900000691413879
2023-06-09 13:52:15,917 - INFO - Batch 600 - Average Loss: 0.03392459820897784, Accuracy: 0.9900000095367432
2023-06-09 13:52:54,441 - INFO - Batch 700 - Average Loss: 0.036017950136447326, Accuracy: 0.9892857074737549
2023-06-09 13:53:32,451 - INFO - Batch 800 - Average Loss: 0.03729733142085024, Accuracy: 0.989062488079071
2023-06-09 13:54:10,191 - INFO - Batch 900 - Average Loss: 0.03784237275042364, Accuracy: 0.9886806011199951
2023-06-09 13:54:48,322 - INFO - Batch 1000 - Average Loss: 0.03719890434888657, Accuracy: 0.9888125658035278
2023-06-09 13:55:54,366 - INFO - Train Epoch 20 Loss: 0.03666402502508766, Accuracy: 0.9890463352203369
2023-06-09 13:55:54,373 - INFO - Losses: [5.151338636109588, 3.5311728559502766, 2.371818633637297, 1.595451302156536, 1.0530013619486345, 0.6825904488768599, 0.4450733938348403, 0.2974528847450237, 0.20938808403806675, 0.15730466380578662, 0.11897582994227153, 0.09510694710589057, 0.07943345862825256, 0.06717583167435037, 0.058349787743779226, 0.05263387584661501, 0.0482569526545618, 0.039922385987688984, 0.03911742921737065, 0.03666402502508766], Accuracies: [tensor(0.1464, device='cuda:0'), tensor(0.3892, device='cuda:0'), tensor(0.5938, device='cuda:0'), tensor(0.7553, device='cuda:0'), tensor(0.8660, device='cuda:0'), tensor(0.9215, device='cuda:0'), tensor(0.9484, device='cuda:0'), tensor(0.9601, device='cuda:0'), tensor(0.9678, device='cuda:0'), tensor(0.9722, device='cuda:0'), tensor(0.9764, device='cuda:0'), tensor(0.9788, device='cuda:0'), tensor(0.9807, device='cuda:0'), tensor(0.9839, device='cuda:0'), tensor(0.9847, device='cuda:0'), tensor(0.9862, device='cuda:0'), tensor(0.9865, device='cuda:0'), tensor(0.9881, device='cuda:0'), tensor(0.9879, device='cuda:0'), tensor(0.9890, device='cuda:0')]
2023-06-09 13:56:26,400 - INFO - Test Accuracy: 0.9658256769180298
